id,vid,tmstmp,lat,lon,hdg,pid,rt,des,pdist,dly,spd,tatripid,origtatripno,tablockid,zone,mode,psgld,stst,stsd
0,2101,20221018 18:12:32,29.643630081161803,-82.29939701223768,359,352,2,Walmart/Duval,27268,False,17,13970,709866,10021,,0,EMPTY,64800,2022-10-18
1,1016,20221018 18:12:36,29.645546,-82.322725,359,323,5,Oaks Mall,0,False,0,6126,708563,10052,,0,EMPTY,65520,2022-10-18
2,1810,20221018 18:12:33,29.65206977707612,-82.33645626575662,269,323,5,Oaks Mall,6958,False,16,6125,708562,10053,,0,EMPTY,64080,2022-10-18
3,1802,20221018 18:12:32,29.6544768736068,-82.38668354980537,112,335,5,Rosa Parks/Downtown,7994,False,34,6072,708519,10051,,0,EMPTY,64860,2022-10-18
4,702,20221018 18:12:37,29.67211955789016,-82.33080104495679,0,346,6,PineRidge/Walmart,13752,False,0,14001,709895,10061,,0,EMPTY,64800,2022-10-18
5,2105,20221018 18:12:33,29.634765683784536,-82.28920138329524,179,342,7,E. Meadows,19756,False,18,334,707961,10071,,0,EMPTY,64800,2022-10-18
6,1902,20221018 18:12:30,29.6369842612612,-82.34982740724003,249,500393,8,PineRidge/Walmart,1998,False,0,374,707985,10082,,0,EMPTY,65400,2022-10-18
7,1808,20221018 18:12:26,29.70619111730996,-82.35730508609808,61,500393,8,PineRidge/Walmart,48645,False,17,14264,710033,10081,,0,EMPTY,62580,2022-10-18
8,2581,20221018 18:12:26,29.617406584057687,-82.36260371431139,353,500433,9,Reitz Union/UF Campus,2577,False,4,10972,709053,10094,,0,EMPTY,65280,2022-10-18
9,2578,20221018 18:12:32,29.64492500640642,-82.35039381641862,1,500433,9,Reitz Union/UF Campus,18294,False,15,10971,709052,10093,,0,EMPTY,64620,2022-10-18
10,712,20221018 18:12:32,29.648402088094883,-82.34974846730275,334,500433,9,Reitz Union/UF Campus,19719,False,10,10970,709051,10092,,0,EMPTY,63960,2022-10-18
11,802,20221018 18:12:25,29.666680407194544,-82.35322908477895,90,22,10,Rosa Parks/Downtown,27459,False,40,636,708038,10101,,0,EMPTY,64800,2022-10-18
12,2107,20221018 18:12:35,29.652524761184875,-82.29227543954414,179,104,11,E. Meadows/Cedar Grove,22565,False,21,650,708052,10111,,0,EMPTY,64800,2022-10-18
13,1811,20221018 18:12:36,29.644898333333337,-82.34025833333332,233,500421,13,Cottage Grove / SW 13th Street,19,False,0,14342,710091,10131,,0,EMPTY,65700,2022-10-18
14,1809,20221018 18:12:37,29.66658636038616,-82.32444,0,66,15,NW 13th St/ NW 23rd Ave,8699,False,3,1010,708091,10151,,0,HALF_EMPTY,64800,2022-10-18
15,2110,20221018 18:12:32,29.634270235811503,-82.31879578716045,230,35,16,UF Health,2038,False,37,8973,708798,10161,,0,EMPTY,65220,2022-10-18
16,2102,20221018 18:12:33,29.6380062,-82.32572,13,500382,17,Rosa Parks / Downtown,8298,True,0,8900,708747,10171,,0,EMPTY,64800,2022-10-18
17,1602,20221018 18:12:32,29.6380234,-82.3979,271,500354,20,Reitz Union / UF Campus,9368,True,0,14532,710270,10203,,0,EMPTY,63000,2022-10-18
18,1604,20221018 18:12:27,29.6396713896301,-82.39545548156856,104,500354,20,Reitz Union / UF Campus,11014,False,30,14533,710271,10204,,0,EMPTY,63900,2022-10-18
19,804,20221018 18:12:32,29.639555000000005,-82.36924333333333,359,500354,20,Reitz Union / UF Campus,21814,False,22,14535,710273,10202,,0,EMPTY,65700,2022-10-18
20,1002,20221018 18:12:35,29.676283503321667,-82.43033,180,500383,23,Oaks Mall,1713,False,26,1506,708191,10231,,0,EMPTY,65400,2022-10-18
21,1402,20221018 18:12:35,29.65413484368724,-82.40888,0,500383,23,Oaks Mall,24299,False,23,1505,708190,10232,,0,EMPTY,64080,2022-10-18
22,2106,20221018 18:12:31,29.65119095791336,-82.31138240776,4,500347,26,GNV Airport,5759,False,22,1553,708215,10261,,0,HALF_EMPTY,64800,2022-10-18
23,1601,20221018 18:12:34,29.648396929851057,-82.34354100363498,265,500400,33,Butler Plaza Transfer Station,1353,False,0,13148,709374,10331,,0,EMPTY,65160,2022-10-18
24,1202,20221018 18:12:29,29.6252747,-82.38789,177,500462,33,Midtown,0,True,0,13098,709328,10333,,0,EMPTY,65160,2022-10-18
25,1017,20221018 18:12:34,29.641169719732343,-82.35049,0,500462,33,Midtown,26206,False,22,13097,709327,10334,,0,EMPTY,64080,2022-10-18
26,1014,20221018 18:12:26,29.64856666666667,-82.34524666666667,91,55,34,Hub / UF Campus,26771,False,0,13246,709436,10341,,0,EMPTY,63900,2022-10-18
27,1806,20221018 18:12:37,29.62790177806472,-82.37265,180,500387,34,Lexington Cr.,20355,False,0,13200,709404,10342,,0,EMPTY,63900,2022-10-18
28,1003,20221018 18:12:34,29.620490550568597,-82.37254323442318,82,207,35,SW 35TH PLACE,30306,False,22,14752,710440,10352,,0,EMPTY,63840,2022-10-18
29,1009,20221018 18:12:30,29.61981,-82.36528,106,500406,35,Reitz Union / UF Campus,1757,False,41,14822,710386,10351,,0,EMPTY,65100,2022-10-18
30,1010,20221018 18:12:30,29.6351100000704,-82.35360330865804,89,500406,35,Reitz Union / UF Campus,12802,False,33,14821,710385,10354,,0,EMPTY,64200,2022-10-18
31,1005,20221018 18:12:36,29.646327759754985,-82.34402127038211,240,500406,35,Reitz Union / UF Campus,21828,False,12,14820,710384,10353,,0,EMPTY,63300,2022-10-18
32,1207,20221018 18:12:25,29.632697826672857,-82.36059409960117,60,500411,37,Reitz Union / UF Campus,19923,False,24,11894,709153,10372,,0,EMPTY,63900,2022-10-18
33,1204,20221018 18:12:24,29.649753332543533,-82.34431298520214,89,189,38,Enclave,548,False,0,2246,708301,10384,,0,EMPTY,64560,2022-10-18
34,1605,20221018 18:12:24,29.640362298628165,-82.3461174677089,187,189,38,Enclave,5034,False,10,2245,708300,10381,,0,HALF_EMPTY,63960,2022-10-18
35,2114,20221018 18:12:25,29.631871195541123,-82.36234332024695,61,500452,38,HUB / UF Campus,8300,False,0,2321,708367,10383,,0,EMPTY,65100,2022-10-18
36,1104,20221018 18:12:30,29.64864166666667,-82.34898833333334,89,500452,38,HUB / UF Campus,17244,False,12,2320,708366,10382,,0,EMPTY,63900,2022-10-18
37,1903,20221018 18:12:26,29.637005,-82.34966166666666,247,500335,43,Santa Fe,1917,False,0,2403,708384,10432,,0,EMPTY,65220,2022-10-18
38,2112,20221018 18:12:25,29.65923,-82.38911,0,500335,43,Santa Fe,29178,False,0,2401,708383,10431,,0,EMPTY,62520,2022-10-18
39,1401,20221018 18:12:26,29.62022612698685,-82.38041790276051,58,348,75,Butler Plaza Transfer Station,67227,False,0,8032,708650,10752,,0,EMPTY,62700,2022-10-18
40,1205,20221018 18:12:35,29.64499186073888,-82.41148,180,500384,75,Oaks Mall,39916,False,11,8050,708668,10753,,0,FULL,62700,2022-10-18
41,1015,20221018 18:12:27,29.650445046783396,-82.33933,180,500418,127,Sorority Row-Turlington,8085,False,2,13818,709807,11271,,0,EMPTY,64500,2022-10-18
42,4379,20221018 18:12:36,29.639455346583656,-82.34614503056838,185,500442,150,Haile Plantation,2122,False,15,10599,708910,11504,,0,EMPTY,65400,2022-10-18
43,4380,20221018 18:12:29,29.6207542,-82.37948,55,500451,150,UF Health,28872,False,41,9691,708813,11503,,0,EMPTY,64800,2022-10-18
51,1808,20221018 18:12:41,29.706789975067817,-82.35717077128979,325,500393,8,PineRidge/Walmart,48971,False,22,14264,710033,10081,,0,EMPTY,62580,2022-10-18
55,802,20221018 18:12:41,29.666662494418,-82.35028718194992,90,22,10,Rosa Parks/Downtown,28399,False,45,636,708038,10101,,0,EMPTY,64800,2022-10-18
62,1604,20221018 18:12:43,29.638586481455416,-82.39293395975972,125,500354,20,Reitz Union / UF Campus,11912,False,38,14533,710271,10204,,0,EMPTY,63900,2022-10-18
70,1014,20221018 18:12:42,29.64856666666667,-82.34524666666667,91,55,34,Hub / UF Campus,26771,False,0,13246,709436,10341,,0,EMPTY,63900,2022-10-18
76,1207,20221018 18:12:41,29.63335829906877,-82.35917870822736,62,500411,37,Reitz Union / UF Campus,20433,False,9,11894,709153,10372,,0,EMPTY,63900,2022-10-18
77,1204,20221018 18:12:39,29.64975483085476,-82.34412999139144,89,189,38,Enclave,606,False,0,2246,708301,10384,,0,EMPTY,64560,2022-10-18
78,1605,20221018 18:12:40,29.640206211246685,-82.34621021513519,266,189,38,Enclave,5115,False,0,2245,708300,10381,,0,HALF_EMPTY,63960,2022-10-18
79,2114,20221018 18:12:41,29.63189759333183,-82.36228650251465,61,500452,38,HUB / UF Campus,8319,False,0,2321,708367,10383,,0,EMPTY,65100,2022-10-18
81,1903,20221018 18:12:43,29.637005,-82.34966166666666,247,500335,43,Santa Fe,1917,False,0,2403,708384,10432,,0,EMPTY,65220,2022-10-18
83,1401,20221018 18:12:43,29.62023831223614,-82.38039494133335,58,348,75,Butler Plaza Transfer Station,67236,False,0,8032,708650,10752,,0,EMPTY,62700,2022-10-18
88,2101,20221018 18:12:45,29.64419249959662,-82.29939909882094,359,352,2,Walmart/Duval,27475,False,11,13970,709866,10021,,0,EMPTY,64800,2022-10-18
91,1802,20221018 18:12:47,29.65362563441589,-82.38437272054432,112,335,5,Rosa Parks/Downtown,8790,False,27,6072,708519,10051,,0,EMPTY,64860,2022-10-18
94,1902,20221018 18:12:46,29.6369842612612,-82.34982740724003,249,500393,8,PineRidge/Walmart,1998,False,0,374,707985,10082,,0,EMPTY,65400,2022-10-18
96,2581,20221018 18:12:48,29.619340291571184,-82.36281662375309,355,500433,9,Reitz Union/UF Campus,3285,False,15,10972,709053,10094,,0,EMPTY,65280,2022-10-18
97,2578,20221018 18:12:47,29.64524113816317,-82.3503839602352,4,500433,9,Reitz Union/UF Campus,18409,False,4,10971,709052,10093,,0,EMPTY,64620,2022-10-18
98,712,20221018 18:12:47,29.648652962178826,-82.34920829896576,91,500433,9,Reitz Union/UF Campus,19983,False,16,10970,709051,10092,,0,EMPTY,63960,2022-10-18
101,1811,20221018 18:12:44,29.64485444635152,-82.34021305429867,228,500421,13,Cottage Grove / SW 13th Street,18,False,0,14342,710091,10131,,0,EMPTY,65700,2022-10-18
103,2110,20221018 18:12:45,29.632704576923157,-82.3204806227992,214,35,16,UF Health,2821,False,41,8973,708798,10161,,0,EMPTY,65220,2022-10-18
105,1602,20221018 18:12:47,29.6380234,-82.3979,271,500354,20,Reitz Union / UF Campus,9368,True,0,14532,710270,10203,,0,EMPTY,63000,2022-10-18
110,2106,20221018 18:12:47,29.651757813695983,-82.31130804338787,12,500347,26,GNV Airport,5967,False,0,1553,708215,10261,,0,HALF_EMPTY,64800,2022-10-18
112,1202,20221018 18:12:45,29.6252747,-82.38789,177,500462,33,Midtown,0,True,0,13098,709328,10333,,0,EMPTY,65160,2022-10-18
113,1017,20221018 18:12:43,29.642043083768996,-82.35047,0,500462,33,Midtown,26524,False,22,13097,709327,10334,,0,EMPTY,64080,2022-10-18
117,1009,20221018 18:12:45,29.61975744581397,-82.36239098686397,84,500406,35,Reitz Union / UF Campus,2680,False,34,14822,710386,10351,,0,EMPTY,65100,2022-10-18
118,1010,20221018 18:12:47,29.634914804308405,-82.35171863526193,98,500406,35,Reitz Union / UF Campus,13404,False,17,14821,710385,10354,,0,EMPTY,64200,2022-10-18
124,1104,20221018 18:12:45,29.648630000000004,-82.34803500000001,90,500452,38,HUB / UF Campus,17546,False,10,2320,708366,10382,,0,EMPTY,63900,2022-10-18
131,4380,20221018 18:12:45,29.622562100694505,-82.3769802815988,45,500451,150,UF Health,29906,False,46,9691,708813,11503,,0,EMPTY,64800,2022-10-18
133,1016,20221018 18:12:52,29.645546,-82.322725,359,323,5,Oaks Mall,0,False,0,6126,708563,10052,,0,EMPTY,65520,2022-10-18
134,1810,20221018 18:12:48,29.652068018000065,-82.33682128119887,269,323,5,Oaks Mall,7073,False,0,6125,708562,10053,,0,EMPTY,64080,2022-10-18
135,1802,20221018 18:12:50,29.653509915251608,-82.38405833001585,112,335,5,Rosa Parks/Downtown,8899,False,15,6072,708519,10051,,0,EMPTY,64860,2022-10-18
136,702,20221018 18:12:51,29.67257536375815,-82.33079357958034,0,346,6,PineRidge/Walmart,13920,False,19,14001,709895,10061,,0,EMPTY,64800,2022-10-18
137,2105,20221018 18:12:52,29.63441861543898,-82.2892,180,342,7,E. Meadows,19911,False,16,334,707961,10071,,0,EMPTY,64800,2022-10-18
140,2581,20221018 18:12:50,29.61942544851491,-82.36282488802667,355,500433,9,Reitz Union/UF Campus,3316,False,3,10972,709053,10094,,0,EMPTY,65280,2022-10-18
144,2107,20221018 18:12:50,29.65182000154527,-82.29187333663958,89,104,11,E. Meadows/Cedar Grove,22947,False,1,650,708052,10111,,0,EMPTY,64800,2022-10-18
146,1809,20221018 18:12:53,29.66658461600243,-82.32302364916399,90,66,15,NW 13th St/ NW 23rd Ave,9152,False,28,1010,708091,10151,,0,HALF_EMPTY,64800,2022-10-18
147,2110,20221018 18:12:51,29.631799356612195,-82.3211214169959,207,35,16,UF Health,3209,False,42,8973,708798,10161,,0,EMPTY,65220,2022-10-18
148,2102,20221018 18:12:50,29.6380062,-82.32572,13,500382,17,Rosa Parks / Downtown,8298,True,0,8900,708747,10171,,0,EMPTY,64800,2022-10-18
151,804,20221018 18:12:49,29.6409,-82.36924666666667,0,500354,20,Reitz Union / UF Campus,22305,False,13,14535,710273,10202,,0,EMPTY,65700,2022-10-18
152,1002,20221018 18:12:52,29.67458845127693,-82.43004,180,500383,23,Oaks Mall,2343,False,11,1506,708191,10231,,0,EMPTY,65400,2022-10-18
153,1402,20221018 18:12:49,29.655689903208025,-82.40889,0,500383,23,Oaks Mall,24866,False,28,1505,708190,10232,,0,EMPTY,64080,2022-10-18
155,1601,20221018 18:12:50,29.648396929851057,-82.34354100363498,265,500400,33,Butler Plaza Transfer Station,1353,False,1,13148,709374,10331,,0,EMPTY,65160,2022-10-18
159,1806,20221018 18:12:53,29.62790177806472,-82.37265,180,500387,34,Lexington Cr.,20355,False,0,13200,709404,10342,,0,EMPTY,63900,2022-10-18
160,1003,20221018 18:12:50,29.621736982344625,-82.37232167205498,87,207,35,SW 35TH PLACE,30875,False,18,14752,710440,10352,,0,EMPTY,63840,2022-10-18
161,1009,20221018 18:12:48,29.619795415448504,-82.36191895050662,84,500406,35,Reitz Union / UF Campus,2832,False,32,14822,710386,10351,,0,EMPTY,65100,2022-10-18
163,1005,20221018 18:12:52,29.64599534396852,-82.3447464933251,241,500406,35,Reitz Union / UF Campus,22089,False,10,14820,710384,10353,,0,EMPTY,63300,2022-10-18
172,1205,20221018 18:12:51,29.644090000131644,-82.41116498749336,89,500384,75,Oaks Mall,40330,False,13,8050,708668,10753,,0,FULL,62700,2022-10-18
173,1015,20221018 18:12:49,29.65043839712504,-82.33933,180,500418,127,Sorority Row-Turlington,8088,False,0,13818,709807,11271,,0,EMPTY,64500,2022-10-18
174,4379,20221018 18:12:51,29.63852804106289,-82.34613917976188,160,500442,150,Haile Plantation,2464,False,15,10599,708910,11504,,0,EMPTY,65400,2022-10-18
183,1808,20221018 18:12:55,29.707490088532705,-82.35782016967326,320,500393,8,PineRidge/Walmart,49301,False,11,14264,710033,10081,,0,EMPTY,62580,2022-10-18
187,802,20221018 18:12:55,29.66664284097425,-82.34724886840444,90,22,10,Rosa Parks/Downtown,29365,False,37,636,708038,10101,,0,EMPTY,64800,2022-10-18
188,2107,20221018 18:12:53,29.65182000279188,-82.29155333987703,89,104,11,E. Meadows/Cedar Grove,23048,False,24,650,708052,10111,,0,EMPTY,64800,2022-10-18
189,1811,20221018 18:12:56,29.64479182201735,-82.34036153525565,267,500421,13,Cottage Grove / SW 13th Street,72,False,3,14342,710091,10131,,0,EMPTY,65700,2022-10-18
199,1601,20221018 18:12:56,29.6483955,-82.34356,85,500400,33,Butler Plaza Transfer Station,1353,False,11,13148,709374,10331,,0,EMPTY,65160,2022-10-18
202,1014,20221018 18:12:57,29.64856666666667,-82.34524666666667,91,55,34,Hub / UF Campus,26771,False,0,13246,709436,10341,,0,EMPTY,63900,2022-10-18
208,1207,20221018 18:12:58,29.633465165609383,-82.35894249537117,62,500411,37,Reitz Union / UF Campus,20516,False,0,11894,709153,10372,,0,EMPTY,63900,2022-10-18
209,1204,20221018 18:12:54,29.64975495306807,-82.34411506506726,89,189,38,Enclave,611,False,0,2246,708301,10384,,0,EMPTY,64560,2022-10-18
211,2114,20221018 18:12:57,29.631918523336967,-82.36224226177352,61,500452,38,HUB / UF Campus,8335,False,9,2321,708367,10383,,0,EMPTY,65100,2022-10-18
214,2112,20221018 18:12:57,29.65951870510779,-82.3891043690151,2,500335,43,Santa Fe,29284,False,1,2401,708383,10431,,0,EMPTY,62520,2022-10-18
220,2101,20221018 18:13:01,29.64452847386754,-82.29893828188995,90,352,2,Walmart/Duval,27746,False,16,13970,709866,10021,,0,EMPTY,64800,2022-10-18
226,1902,20221018 18:13:02,29.636980662881317,-82.34983822161304,249,500393,8,PineRidge/Walmart,2001,False,0,374,707985,10082,,0,EMPTY,65400,2022-10-18
237,1602,20221018 18:13:03,29.6380234,-82.3979,271,500354,20,Reitz Union / UF Campus,9368,True,0,14532,710270,10203,,0,EMPTY,63000,2022-10-18
239,804,20221018 18:13:03,29.641008333333332,-82.36924333333333,0,500354,20,Reitz Union / UF Campus,22331,False,0,14535,710273,10202,,0,EMPTY,65700,2022-10-18
242,2106,20221018 18:13:02,29.651757813695983,-82.31130804338787,12,500347,26,GNV Airport,5967,False,0,1553,708215,10261,,0,HALF_EMPTY,64800,2022-10-18
244,1202,20221018 18:13:00,29.6252747,-82.38789,177,500462,33,Midtown,0,True,0,13098,709328,10333,,0,EMPTY,65160,2022-10-18
245,1017,20221018 18:12:59,29.643267177832445,-82.35045275659478,2,500462,33,Midtown,26972,False,24,13097,709327,10334,,0,EMPTY,64080,2022-10-18
250,1010,20221018 18:13:03,29.635277746181163,-82.35129531465898,354,500406,35,Reitz Union / UF Campus,13700,False,12,14821,710385,10354,,0,EMPTY,64200,2022-10-18
254,1605,20221018 18:12:58,29.640207547398383,-82.34618519486506,86,189,38,Enclave,5123,False,10,2245,708300,10381,,0,HALF_EMPTY,63960,2022-10-18
256,1104,20221018 18:13:02,29.648631666666667,-82.34737666666666,87,500452,38,HUB / UF Campus,17754,False,6,2320,708366,10382,,0,EMPTY,63900,2022-10-18
257,1903,20221018 18:13:00,29.637,-82.34965333333334,247,500335,43,Santa Fe,3816,False,0,2403,708384,10432,,0,EMPTY,65220,2022-10-18
259,1401,20221018 18:12:59,29.62023831223614,-82.38039494133335,58,348,75,Butler Plaza Transfer Station,67236,False,0,8032,708650,10752,,0,EMPTY,62700,2022-10-18
263,4380,20221018 18:13:00,29.624665606248527,-82.37492523371637,38,500451,150,UF Health,30914,False,45,9691,708813,11503,,0,EMPTY,64800,2022-10-18
264,2101,20221018 18:13:04,29.64452743812056,-82.29862492564277,90,352,2,Walmart/Duval,27845,False,24,13970,709866,10021,,0,EMPTY,64800,2022-10-18
265,1016,20221018 18:13:08,29.645546,-82.322725,359,323,5,Oaks Mall,0,False,0,6126,708563,10052,,0,EMPTY,65520,2022-10-18
266,1810,20221018 18:13:05,29.652067969707225,-82.33683130216068,269,323,5,Oaks Mall,7077,False,0,6125,708562,10053,,0,EMPTY,64080,2022-10-18
268,702,20221018 18:13:04,29.673551080256384,-82.33075175558538,2,346,6,PineRidge/Walmart,14277,False,7,14001,709895,10061,,0,EMPTY,64800,2022-10-18
269,2105,20221018 18:13:08,29.63277298216136,-82.2892,180,342,7,E. Meadows,20512,False,15,334,707961,10071,,0,EMPTY,64800,2022-10-18
272,2581,20221018 18:13:07,29.61944043466052,-82.36282634583452,355,500433,9,Reitz Union/UF Campus,3322,False,0,10972,709053,10094,,0,EMPTY,65280,2022-10-18
273,2578,20221018 18:13:04,29.645786076893987,-82.35033246562631,17,500433,9,Reitz Union/UF Campus,18609,False,8,10971,709052,10093,,0,EMPTY,64620,2022-10-18
276,2107,20221018 18:13:06,29.651820009608,-82.28980501323115,89,104,11,E. Meadows/Cedar Grove,23601,False,30,650,708052,10111,,0,EMPTY,64800,2022-10-18
278,1809,20221018 18:13:08,29.666590713097445,-82.32181982411574,0,66,15,NW 13th St/ NW 23rd Ave,9538,False,4,1010,708091,10151,,0,HALF_EMPTY,64800,2022-10-18
279,2110,20221018 18:13:08,29.629814981127847,-82.32230077356475,207,35,16,UF Health,4023,False,15,8973,708798,10161,,0,EMPTY,65220,2022-10-18
280,2102,20221018 18:13:05,29.6380062,-82.32572,13,500382,17,Rosa Parks / Downtown,8298,True,0,8900,708747,10171,,0,EMPTY,64800,2022-10-18
284,1002,20221018 18:13:07,29.674449578580976,-82.43003837747115,177,500383,23,Oaks Mall,2394,False,0,1506,708191,10231,,0,EMPTY,65400,2022-10-18
285,1402,20221018 18:13:04,29.657511270235695,-82.40887,0,500383,23,Oaks Mall,25530,False,21,1505,708190,10232,,0,EMPTY,64080,2022-10-18
292,1003,20221018 18:13:04,29.62167953608739,-82.37074592875005,99,207,35,SW 35TH PLACE,31378,False,13,14752,710440,10352,,0,EMPTY,63840,2022-10-18
293,1009,20221018 18:13:06,29.620012033609385,-82.35893914572635,85,500406,35,Reitz Union / UF Campus,3780,False,35,14822,710386,10351,,0,EMPTY,65100,2022-10-18
294,1010,20221018 18:13:07,29.635515809335928,-82.35108448066174,66,500406,35,Reitz Union / UF Campus,13849,False,16,14821,710385,10354,,0,EMPTY,64200,2022-10-18
295,1005,20221018 18:13:08,29.64572015494668,-82.34550917037562,259,500406,35,Reitz Union / UF Campus,22352,False,10,14820,710384,10353,,0,EMPTY,63300,2022-10-18
304,1205,20221018 18:13:04,29.64450303792194,-82.41064,0,500384,75,Oaks Mall,40628,False,18,8050,708668,10753,,0,FULL,62700,2022-10-18
305,1015,20221018 18:13:04,29.65043839712504,-82.33933,180,500418,127,Sorority Row-Turlington,8088,False,0,13818,709807,11271,,0,EMPTY,64500,2022-10-18
306,4379,20221018 18:13:06,29.637800867218,-82.3473482543017,248,500442,150,Haile Plantation,3020,False,33,10599,708910,11504,,0,EMPTY,65400,2022-10-18
321,1811,20221018 18:13:12,29.644790000085955,-82.34111500970087,270,500421,13,Cottage Grove / SW 13th Street,313,False,18,14342,710091,10131,,0,EMPTY,65700,2022-10-18
326,1604,20221018 18:13:11,29.63603086526817,-82.3888938590965,123,500354,20,Reitz Union / UF Campus,13497,False,32,14533,710271,10204,,0,EMPTY,63900,2022-10-18
329,1402,20221018 18:13:11,29.657881473599897,-82.40887,0,500383,23,Oaks Mall,25665,False,3,1505,708190,10232,,0,EMPTY,64080,2022-10-18
331,1601,20221018 18:13:13,29.646928465555828,-82.34351,180,500400,33,Butler Plaza Transfer Station,1885,False,12,13148,709374,10331,,0,HALF_EMPTY,65160,2022-10-18
334,1014,20221018 18:13:12,29.64856666666667,-82.34524666666667,91,55,34,Hub / UF Campus,26771,False,0,13246,709436,10341,,0,EMPTY,63900,2022-10-18
335,1806,20221018 18:13:08,29.62790177806472,-82.37265,180,500387,34,Lexington Cr.,20355,False,0,13200,709404,10342,,0,EMPTY,63900,2022-10-18
336,1003,20221018 18:13:09,29.621597617446632,-82.37048119164585,119,207,35,SW 35TH PLACE,31457,False,6,14752,710440,10352,,0,EMPTY,63840,2022-10-18
340,1207,20221018 18:13:13,29.633465165609383,-82.35894249537117,62,500411,37,Reitz Union / UF Campus,20516,False,0,11894,709153,10372,,0,EMPTY,63900,2022-10-18
341,1204,20221018 18:13:10,29.64975506193176,-82.34410176917686,89,189,38,Enclave,614,False,0,2246,708301,10384,,0,EMPTY,64560,2022-10-18
342,1605,20221018 18:13:13,29.639584608501757,-82.34613237563674,185,189,38,Enclave,5319,False,10,2245,708300,10381,,0,HALF_EMPTY,63960,2022-10-18
343,2114,20221018 18:13:13,29.631919471041307,-82.36224028947154,61,500452,38,HUB / UF Campus,8337,False,0,2321,708367,10383,,0,EMPTY,65100,2022-10-18
346,2112,20221018 18:13:09,29.66089810575159,-82.38907,0,500335,43,Santa Fe,29790,False,34,2401,708383,10431,,0,EMPTY,62520,2022-10-18
356,702,20221018 18:13:12,29.67365244627757,-82.33074659410748,2,346,6,PineRidge/Walmart,14314,False,0,14001,709895,10061,,0,EMPTY,64800,2022-10-18
359,1808,20221018 18:13:12,29.70768,-82.35797,49,500393,8,PineRidge/Walmart,49385,False,5,14264,710033,10081,,0,EMPTY,62580,2022-10-18
362,712,20221018 18:13:11,29.648630000028405,-82.3475316640686,89,500433,9,Reitz Union/UF Campus,20515,False,9,10970,709051,10092,,0,EMPTY,63960,2022-10-18
363,802,20221018 18:13:11,29.66663747025212,-82.3443637210124,90,22,10,Rosa Parks/Downtown,30282,False,34,636,708038,10101,,0,EMPTY,64800,2022-10-18
366,1809,20221018 18:13:14,29.666894177780463,-82.32181484192814,0,66,15,NW 13th St/ NW 23rd Ave,9649,False,18,1010,708091,10151,,0,HALF_EMPTY,64800,2022-10-18
370,1604,20221018 18:13:16,29.63560802119548,-82.38814684315847,122,500354,20,Reitz Union / UF Campus,13779,False,31,14533,710271,10204,,0,EMPTY,63900,2022-10-18
371,804,20221018 18:13:15,29.641663333333334,-82.36924166666668,359,500354,20,Reitz Union / UF Campus,22584,False,16,14535,710273,10202,,0,EMPTY,65700,2022-10-18
374,2106,20221018 18:13:18,29.651757813695983,-82.31130804338787,12,500347,26,GNV Airport,5967,False,0,1553,708215,10261,,0,HALF_EMPTY,64800,2022-10-18
376,1202,20221018 18:13:15,29.6252747,-82.38789,177,500462,33,Midtown,0,True,0,13098,709328,10333,,0,EMPTY,65160,2022-10-18
377,1017,20221018 18:13:14,29.644114862946218,-82.35044,0,500462,33,Midtown,27304,False,0,13097,709327,10334,,0,EMPTY,64080,2022-10-18
381,1009,20221018 18:13:17,29.62017889046757,-82.35703069282935,83,500406,35,Reitz Union / UF Campus,4387,False,36,14822,710386,10351,,0,EMPTY,65100,2022-10-18
388,1104,20221018 18:13:16,29.64861833333333,-82.346805,92,500452,38,HUB / UF Campus,17936,False,9,2320,708366,10382,,0,EMPTY,63900,2022-10-18
389,1903,20221018 18:13:16,29.637,-82.34965333333334,247,500335,43,Santa Fe,3816,False,0,2403,708384,10432,,0,EMPTY,65220,2022-10-18
391,1401,20221018 18:13:16,29.62023831223614,-82.38039494133335,58,348,75,Butler Plaza Transfer Station,67236,False,0,8032,708650,10752,,0,EMPTY,62700,2022-10-18
395,4380,20221018 18:13:15,29.626243372692564,-82.37323315838447,47,500451,150,UF Health,31702,False,25,9691,708813,11503,,0,EMPTY,64800,2022-10-18
399,1802,20221018 18:13:18,29.653448549506656,-82.38389160906601,112,335,5,Rosa Parks/Downtown,8956,False,3,6072,708519,10051,,0,EMPTY,64860,2022-10-18
403,1808,20221018 18:13:16,29.70788977838165,-82.35815597514008,323,500393,8,PineRidge/Walmart,49482,False,17,14264,710033,10081,,0,EMPTY,62580,2022-10-18
408,2107,20221018 18:13:18,29.65182000981202,-82.28794168051596,89,104,11,E. Meadows/Cedar Grove,24191,False,33,650,708052,10111,,0,EMPTY,64800,2022-10-18
426,1010,20221018 18:13:22,29.635848553435764,-82.35014286249812,60,500406,35,Reitz Union / UF Campus,14173,False,3,14821,710385,10354,,0,EMPTY,64200,2022-10-18
427,1005,20221018 18:13:19,29.64568197866168,-82.3461165228763,268,500406,35,Reitz Union / UF Campus,22546,False,9,14820,710384,10353,,0,EMPTY,63300,2022-10-18
434,2112,20221018 18:13:23,29.663018154229054,-82.38905,0,500335,43,Santa Fe,30703,False,26,2401,708383,10431,,0,EMPTY,62520,2022-10-18
