id,vid,tmstmp,lat,lon,hdg,pid,rt,des,pdist,dly,spd,tatripid,origtatripno,tablockid,zone,mode,psgld,stst,stsd
18872,1806,20221018 18:53:10,29.64829845808395,-82.35319811529413,273,500387,34,Lexington Cr.,5345,False,7,13203,709406,10342,,0,EMPTY,67500,2022-10-18
18877,2114,20221018 18:53:08,29.62191,-82.3655,73,500452,38,HUB / UF Campus,28,False,0,8658,708678,10383,,0,EMPTY,67740,2022-10-18
18882,2101,20221018 18:53:13,29.646145,-82.32272833333333,348,64,2,Rosa Parks/Downtown,28886,False,0,13985,709881,10021,,0,EMPTY,66600,2022-10-18
18890,802,20221018 18:53:14,29.67412632457677,-82.40531499269493,270,75,10,Santa Fe,34858,False,48,615,708019,10101,,0,EMPTY,66780,2022-10-18
18891,2107,20221018 18:53:15,29.64588,-82.32263999999999,167,54,11,Rosa Parks/Downtown,33330,False,0,665,708067,10111,,0,EMPTY,66600,2022-10-18
18894,2110,20221018 18:53:17,29.644827534601163,-82.34231690848881,270,500426,16,Sugar Hill,705,False,9,8950,708775,10161,,0,EMPTY,67860,2022-10-18
18898,1402,20221018 18:53:16,29.663222027488924,-82.43357451579087,0,324,23,Santa Fe,9523,False,30,1470,708155,10232,,0,EMPTY,67680,2022-10-18
18902,1806,20221018 18:53:15,29.648310456230984,-82.35348189872039,272,500387,34,Lexington Cr.,5436,False,12,13203,709406,10342,,0,EMPTY,67500,2022-10-18
18903,1003,20221018 18:53:12,29.63556953613285,-82.35095767233148,250,207,35,SW 35TH PLACE,4642,False,11,14756,710444,10352,,0,EMPTY,67440,2022-10-18
18904,1009,20221018 18:53:15,29.61215649866378,-82.3590772614513,155,207,35,SW 35TH PLACE,19574,False,13,14755,710443,10351,,0,EMPTY,66540,2022-10-18
18909,1205,20221018 18:53:13,29.645111896761097,-82.41490878785302,270,348,75,Butler Plaza Transfer Station,14068,False,0,8033,708651,10753,,0,EMPTY,66600,2022-10-18
18910,1401,20221018 18:53:13,29.63741255256513,-82.4128089347143,212,500384,75,Oaks Mall,45332,False,3,8051,708669,10752,,0,EMPTY,66600,2022-10-18
18911,1206,20221018 18:53:15,29.6440716,-82.33577,0,500431,126,Sorority Row/ Lakeside,26,False,3,3789,708451,11261,,0,EMPTY,68100,2022-10-18
18914,1802,20221018 18:53:19,29.65219252773008,-82.38040673330511,291,323,5,Oaks Mall,21297,False,0,6127,708564,10051,,0,EMPTY,66600,2022-10-18
18916,1810,20221018 18:53:22,29.65205743974268,-82.33334968228463,90,335,5,Rosa Parks/Downtown,25485,False,3,6073,708520,10053,,0,EMPTY,66300,2022-10-18
18919,1808,20221018 18:53:22,29.63903,-82.34410166666666,242,500393,8,PineRidge/Walmart,4,False,0,14265,710034,10081,,0,EMPTY,68100,2022-10-18
18920,2578,20221018 18:53:23,29.633649196834416,-82.35883227928306,354,500433,9,Reitz Union/UF Campus,11930,False,9,10974,709055,10093,,0,EMPTY,67260,2022-10-18
18926,2102,20221018 18:53:22,29.646485,-82.32272333333334,358,500381,17,UF Health,370,False,0,8925,708727,10171,,0,EMPTY,68280,2022-10-18
18931,1202,20221018 18:53:21,29.63986865894673,-82.34611453924512,176,500400,33,Butler Plaza Transfer Station,5264,False,12,13149,709375,10333,,0,EMPTY,67200,2022-10-18
18932,1014,20221018 18:53:20,29.641846289861423,-82.37240137550462,0,55,34,Hub / UF Campus,14417,False,45,13248,709438,10341,,0,EMPTY,67200,2022-10-18
18936,1005,20221018 18:53:22,29.638954787695567,-82.34378252704931,66,500406,35,Reitz Union / UF Campus,16701,False,13,14824,710388,10353,,0,EMPTY,66900,2022-10-18
18937,1207,20221018 18:53:18,29.625436666666666,-82.38821833333334,11,500411,37,Reitz Union / UF Campus,175,False,0,11895,709154,10372,,0,EMPTY,68040,2022-10-18
18938,2114,20221018 18:53:23,29.62191,-82.3655,73,500452,38,HUB / UF Campus,28,False,0,8658,708678,10383,,0,EMPTY,67740,2022-10-18
18939,1903,20221018 18:53:20,29.679066666666667,-82.43210166666668,182,500336,43,UF Health,214,False,0,2432,708402,10432,,0,EMPTY,68100,2022-10-18
18940,1205,20221018 18:53:22,29.645111896761097,-82.41490878785302,270,348,75,Butler Plaza Transfer Station,14068,False,0,8033,708651,10753,,0,EMPTY,66600,2022-10-18
18943,1015,20221018 18:53:18,29.644041666666663,-82.33573499999999,1,500418,127,Sorority Row-Turlington,16,False,0,13820,709809,11271,,0,EMPTY,68100,2022-10-18
18946,1016,20221018 18:53:24,29.65041844318482,-82.3675350637394,89,335,5,Rosa Parks/Downtown,14355,False,31,6075,708521,10052,,0,EMPTY,67320,2022-10-18
18948,2105,20221018 18:53:27,29.64629833333333,-82.32276500000002,4,339,7,Rosa Parks/Downtown,31833,False,0,348,707975,10071,,0,EMPTY,66600,2022-10-18
18949,1902,20221018 18:53:28,29.70909124440433,-82.35575690402317,163,328,8,UF Health,45,False,0,407,707997,10082,,0,EMPTY,67800,2022-10-18
18955,1809,20221018 18:53:26,29.64718122706117,-82.3223371991815,179,122,15,Rosa Parks / Downtown,35798,False,22,1038,708119,10151,,0,EMPTY,66420,2022-10-18
18958,1602,20221018 18:53:26,29.64853,-82.34496,172,500354,20,Reitz Union / UF Campus,32578,False,0,14536,710274,10203,,0,EMPTY,66600,2022-10-18
18959,1106,20221018 18:53:24,29.641832196571595,-82.34632931046394,162,500355,20,Oaks Mall,1238,False,22,14468,710206,10201,,0,EMPTY,66600,2022-10-18
18961,2106,20221018 18:53:24,29.652135220813435,-82.31133088798853,206,226,26,Commuter Lot / UF Campus,32211,False,0,1569,708231,10261,,0,EMPTY,66600,2022-10-18
18965,1003,20221018 18:53:27,29.63507783085036,-82.35131651181331,188,207,35,SW 35TH PLACE,4911,False,11,14756,710444,10352,,0,EMPTY,67440,2022-10-18
18972,1401,20221018 18:53:28,29.636234775227788,-82.41351548442387,206,500384,75,Oaks Mall,45817,False,33,8051,708669,10752,,0,EMPTY,66600,2022-10-18
18995,1806,20221018 18:53:30,29.648346866966435,-82.35369252026702,323,500387,34,Lexington Cr.,5496,False,0,13203,709406,10342,,0,EMPTY,67500,2022-10-18
18997,1009,20221018 18:53:31,29.610976245317843,-82.36107159816386,233,207,35,SW 35TH PLACE,20344,False,45,14755,710443,10351,,0,EMPTY,66540,2022-10-18
19002,1205,20221018 18:53:29,29.64511193125284,-82.41491713070228,270,348,75,Butler Plaza Transfer Station,14071,False,3,8033,708651,10753,,0,EMPTY,66600,2022-10-18
19003,1401,20221018 18:53:29,29.636234775227788,-82.41351548442387,206,500384,75,Oaks Mall,45817,False,33,8051,708669,10752,,0,EMPTY,66600,2022-10-18
19006,2101,20221018 18:53:29,29.646145,-82.32272833333333,348,64,2,Rosa Parks/Downtown,28886,False,0,13985,709881,10021,,0,EMPTY,66600,2022-10-18
19011,1902,20221018 18:53:29,29.70909124440433,-82.35575690402317,163,328,8,UF Health,45,False,0,407,707997,10082,,0,EMPTY,67800,2022-10-18
19014,802,20221018 18:53:29,29.67416762346734,-82.4088441286382,270,75,10,Santa Fe,35983,False,45,615,708019,10101,,0,EMPTY,66780,2022-10-18
19015,2107,20221018 18:53:30,29.645875,-82.32264166666667,167,54,11,Rosa Parks/Downtown,33332,False,0,665,708067,10111,,0,EMPTY,66600,2022-10-18
19016,1811,20221018 18:53:33,29.63546704048428,-82.33945,180,500421,13,Cottage Grove / SW 13th Street,9319,False,25,14343,710092,10131,,0,EMPTY,67500,2022-10-18
19018,2110,20221018 18:53:33,29.644838300026528,-82.34322166875879,270,500426,16,Sugar Hill,992,False,5,8950,708775,10161,,0,EMPTY,67860,2022-10-18
19022,1402,20221018 18:53:33,29.66561697268246,-82.43393605348643,344,324,23,Santa Fe,10412,False,39,1470,708155,10232,,0,EMPTY,67680,2022-10-18
19024,1202,20221018 18:53:36,29.63959000012283,-82.34673502367787,270,500400,33,Butler Plaza Transfer Station,5556,False,18,13149,709375,10333,,0,HALF_EMPTY,67200,2022-10-18
19025,1014,20221018 18:53:36,29.644631336498197,-82.37236326027075,0,55,34,Hub / UF Campus,15433,False,45,13248,709438,10341,,0,EMPTY,67200,2022-10-18
19032,1903,20221018 18:53:37,29.679066666666667,-82.43210166666668,182,500336,43,UF Health,214,False,0,2432,708402,10432,,0,EMPTY,68100,2022-10-18
19034,1401,20221018 18:53:37,29.63498696277689,-82.41415650061198,202,500384,75,Oaks Mall,46315,False,38,8051,708669,10752,,0,EMPTY,66600,2022-10-18
19035,1206,20221018 18:53:37,29.6440716,-82.33577,0,500431,126,Sorority Row/ Lakeside,26,False,0,3789,708451,11261,,0,EMPTY,68100,2022-10-18
19036,1015,20221018 18:53:35,29.644041666666663,-82.33573499999999,1,500418,127,Sorority Row-Turlington,16,False,0,13820,709809,11271,,0,EMPTY,68100,2022-10-18
19040,1810,20221018 18:53:38,29.652052561429272,-82.33209804561518,90,335,5,Rosa Parks/Downtown,25851,False,21,6073,708520,10053,,0,EMPTY,66300,2022-10-18
19043,1808,20221018 18:53:38,29.63903,-82.34410166666666,242,500393,8,PineRidge/Walmart,4,False,0,14265,710034,10081,,0,EMPTY,68100,2022-10-18
19044,2578,20221018 18:53:38,29.634673209877416,-82.35886,0,500433,9,Reitz Union/UF Campus,12303,False,18,10974,709055,10093,,0,EMPTY,67260,2022-10-18
19045,802,20221018 18:53:37,29.67417961202306,-82.41057704641575,271,75,10,Santa Fe,36532,False,49,615,708019,10101,,0,EMPTY,66780,2022-10-18
19047,1811,20221018 18:53:37,29.63492027894086,-82.33944,180,500421,13,Cottage Grove / SW 13th Street,9519,False,22,14343,710092,10131,,0,EMPTY,67500,2022-10-18
19048,1809,20221018 18:53:37,29.6466277237342,-82.32233039629398,179,122,15,Rosa Parks / Downtown,36000,False,3,1038,708119,10151,,0,EMPTY,66420,2022-10-18
19055,1202,20221018 18:53:41,29.63960325484614,-82.34710228023435,273,500400,33,Butler Plaza Transfer Station,5674,False,18,13149,709375,10333,,0,HALF_EMPTY,67200,2022-10-18
19057,1806,20221018 18:53:43,29.64830522933432,-82.3540106906155,265,500387,34,Lexington Cr.,5592,False,15,13203,709406,10342,,0,EMPTY,67500,2022-10-18
19058,1003,20221018 18:53:43,29.63516500418534,-82.35277033199112,277,207,35,SW 35TH PLACE,5401,False,20,14756,710444,10352,,0,EMPTY,67440,2022-10-18
19060,1005,20221018 18:53:39,29.63902161798143,-82.34358726182553,73,500406,35,Reitz Union / UF Campus,16766,False,0,14824,710388,10353,,0,EMPTY,66900,2022-10-18
19061,1207,20221018 18:53:40,29.625436666666666,-82.38821833333334,11,500411,37,Reitz Union / UF Campus,175,False,0,11895,709154,10372,,0,EMPTY,68040,2022-10-18
19062,2114,20221018 18:53:39,29.62191,-82.3655,73,500452,38,HUB / UF Campus,28,False,0,8658,708678,10383,,0,EMPTY,67740,2022-10-18
19069,1802,20221018 18:53:41,29.65219252773008,-82.38040673330511,291,323,5,Oaks Mall,21297,False,0,6127,708564,10051,,0,EMPTY,66600,2022-10-18
19070,1016,20221018 18:53:40,29.65041643313973,-82.36511833069723,90,335,5,Rosa Parks/Downtown,15126,False,30,6075,708521,10052,,0,EMPTY,67320,2022-10-18
19075,2578,20221018 18:53:39,29.634673209877416,-82.35886,0,500433,9,Reitz Union/UF Campus,12303,False,18,10974,709055,10093,,0,EMPTY,67260,2022-10-18
19081,2102,20221018 18:53:39,29.646485,-82.32272333333334,358,500381,17,UF Health,370,False,0,8925,708727,10171,,0,EMPTY,68280,2022-10-18
19082,1602,20221018 18:53:42,29.64853,-82.34496,172,500354,20,Reitz Union / UF Campus,32578,False,0,14536,710274,10203,,0,EMPTY,66600,2022-10-18
19084,1402,20221018 18:53:43,29.66728681437511,-82.43509698024793,321,324,23,Santa Fe,11131,False,41,1470,708155,10232,,0,EMPTY,67680,2022-10-18
19085,2106,20221018 18:53:40,29.65209537426675,-82.3113539354974,206,226,26,Commuter Lot / UF Campus,32228,False,8,1569,708231,10261,,0,EMPTY,66600,2022-10-18
19099,2101,20221018 18:53:44,29.646145,-82.32272833333333,348,64,2,Rosa Parks/Downtown,28886,False,0,13985,709881,10021,,0,EMPTY,66600,2022-10-18
19103,2105,20221018 18:53:44,29.64629833333333,-82.32276500000002,4,339,7,Rosa Parks/Downtown,31833,False,0,348,707975,10071,,0,EMPTY,66600,2022-10-18
19104,1902,20221018 18:53:44,29.709078195087432,-82.35575253491537,163,328,8,UF Health,50,False,6,407,707997,10082,,0,EMPTY,67800,2022-10-18
19106,2578,20221018 18:53:50,29.63555977416964,-82.3588638,0,500433,9,Reitz Union/UF Campus,12626,False,19,10974,709055,10093,,0,EMPTY,67260,2022-10-18
19108,2107,20221018 18:53:47,29.645875,-82.32264166666667,167,54,11,Rosa Parks/Downtown,33332,True,0,665,708067,10111,,0,EMPTY,66600,2022-10-18
19109,1811,20221018 18:53:53,29.63423835278544,-82.33944,180,500421,13,Cottage Grove / SW 13th Street,9768,False,0,14343,710092,10131,,0,EMPTY,67500,2022-10-18
19110,1809,20221018 18:53:53,29.645546,-82.322725,359,122,15,Rosa Parks / Downtown,36481,False,0,1038,708119,10151,,0,EMPTY,66420,2022-10-18
19111,2110,20221018 18:53:50,29.64528998087154,-82.3435059,0,500426,16,Sugar Hill,1250,False,16,8950,708775,10161,,0,EMPTY,67860,2022-10-18
19114,1106,20221018 18:53:48,29.64037689674924,-82.34614541530414,178,500355,20,Oaks Mall,1776,False,8,14468,710206,10201,,0,EMPTY,66600,2022-10-18
19118,1014,20221018 18:53:44,29.6459060017696,-82.37234497651264,0,55,34,Hub / UF Campus,15901,False,33,13248,709438,10341,,0,EMPTY,67200,2022-10-18
19121,1009,20221018 18:53:46,29.608907835103796,-82.36393366158349,230,207,35,SW 35TH PLACE,21459,False,45,14755,710443,10351,,0,EMPTY,66540,2022-10-18
19125,1903,20221018 18:53:53,29.679065,-82.43210333333333,182,500336,43,UF Health,214,False,0,2432,708402,10432,,0,EMPTY,68100,2022-10-18
19126,1205,20221018 18:53:45,29.64511921416987,-82.4166787199039,270,348,75,Butler Plaza Transfer Station,14629,False,30,8033,708651,10753,,0,EMPTY,66600,2022-10-18
19127,1401,20221018 18:53:53,29.63266334735248,-82.41558206293227,214,500384,75,Oaks Mall,47278,False,46,8051,708669,10752,,0,EMPTY,66600,2022-10-18
19129,1015,20221018 18:53:51,29.644041666666663,-82.33573499999999,1,500418,127,Sorority Row-Turlington,16,False,0,13820,709809,11271,,0,EMPTY,68100,2022-10-18
19161,2101,20221018 18:53:59,29.646145,-82.32273166666667,348,64,2,Rosa Parks/Downtown,28886,False,0,13985,709881,10021,,0,EMPTY,66600,2022-10-18
19162,1802,20221018 18:53:57,29.65253396235931,-82.38139690373745,291,323,5,Oaks Mall,21636,False,26,6127,708564,10051,,0,EMPTY,66600,2022-10-18
19163,1016,20221018 18:53:57,29.650413983611987,-82.3629199633293,90,335,5,Rosa Parks/Downtown,15825,False,28,6075,708521,10052,,0,EMPTY,67320,2022-10-18
19164,1810,20221018 18:53:57,29.652026577596853,-82.33012243865844,90,335,5,Rosa Parks/Downtown,26512,False,26,6073,708520,10053,,0,EMPTY,66300,2022-10-18
19165,2105,20221018 18:53:59,29.646305,-82.32277166666667,4,339,7,Rosa Parks/Downtown,31833,False,0,348,707975,10071,,0,EMPTY,66600,2022-10-18
19166,1902,20221018 18:53:54,29.708643934010663,-82.3554982169017,137,328,8,UF Health,231,False,12,407,707997,10082,,0,EMPTY,67800,2022-10-18
19167,1808,20221018 18:53:54,29.63903,-82.34410166666666,242,500393,8,PineRidge/Walmart,4,False,0,14265,710034,10081,,0,EMPTY,68100,2022-10-18
19169,802,20221018 18:53:56,29.674229544272,-82.41511775020628,270,75,10,Santa Fe,37893,False,50,615,708019,10101,,0,EMPTY,66780,2022-10-18
19174,2102,20221018 18:53:54,29.646481666666663,-82.32272333333334,358,500381,17,UF Health,370,False,0,8925,708727,10171,,0,EMPTY,68280,2022-10-18
19175,1602,20221018 18:53:58,29.64853,-82.34496,172,500354,20,Reitz Union / UF Campus,32578,False,0,14536,710274,10203,,0,EMPTY,66600,2022-10-18
19177,1402,20221018 18:53:55,29.66862108981839,-82.4366694157152,311,324,23,Santa Fe,11832,False,42,1470,708155,10232,,0,EMPTY,67680,2022-10-18
19178,2106,20221018 18:53:55,29.650541251134445,-82.31153340020471,181,226,26,Commuter Lot / UF Campus,32802,False,22,1569,708231,10261,,0,EMPTY,66600,2022-10-18
19179,1202,20221018 18:53:56,29.639636778125677,-82.34845438714864,292,500400,33,Butler Plaza Transfer Station,6115,False,19,13149,709375,10333,,0,HALF_EMPTY,67200,2022-10-18
19181,1806,20221018 18:53:59,29.64839672394993,-82.35537287884266,282,500387,34,Lexington Cr.,6026,False,16,13203,709406,10342,,0,EMPTY,67500,2022-10-18
19182,1003,20221018 18:53:58,29.635268238843768,-82.35367147386717,277,207,35,SW 35TH PLACE,5690,False,1,14756,710444,10352,,0,EMPTY,67440,2022-10-18
19184,1005,20221018 18:53:56,29.63902161798143,-82.34358726182553,73,500406,35,Reitz Union / UF Campus,16766,False,0,14824,710388,10353,,0,EMPTY,66900,2022-10-18
19185,1207,20221018 18:53:55,29.625436666666666,-82.38821833333334,11,500411,37,Reitz Union / UF Campus,175,False,0,11895,709154,10372,,0,EMPTY,68040,2022-10-18
19186,2114,20221018 18:53:55,29.62191,-82.3655,73,500452,38,HUB / UF Campus,28,False,0,8658,708678,10383,,0,EMPTY,67740,2022-10-18
19190,1206,20221018 18:53:59,29.6440716,-82.33577,0,500431,126,Sorority Row/ Lakeside,26,False,0,3789,708451,11261,,0,EMPTY,68100,2022-10-18
19195,1810,20221018 18:54:03,29.652019315798952,-82.32959754732505,90,335,5,Rosa Parks/Downtown,26679,False,9,6073,708520,10053,,0,EMPTY,66300,2022-10-18
19201,2107,20221018 18:54:02,29.645875,-82.32262999999999,167,54,11,Rosa Parks/Downtown,33332,True,0,665,708067,10111,,0,EMPTY,66600,2022-10-18
19203,1809,20221018 18:54:02,29.646405,-82.32263333333334,190,122,15,Rosa Parks / Downtown,36481,False,0,1038,708119,10151,,0,EMPTY,66420,2022-10-18
19207,1106,20221018 18:54:04,29.640254803555788,-82.34614159535656,178,500355,20,Oaks Mall,1820,False,0,14468,710206,10201,,0,EMPTY,66600,2022-10-18
19211,1014,20221018 18:54:00,29.64821596952685,-82.37231118838154,0,55,34,Hub / UF Campus,16742,False,30,13248,709438,10341,,0,EMPTY,67200,2022-10-18
19214,1009,20221018 18:54:02,29.60689972615113,-82.36667347633622,229,207,35,SW 35TH PLACE,22662,False,53,14755,710443,10351,,0,EMPTY,66540,2022-10-18
19219,1205,20221018 18:54:01,29.645136011905823,-82.41954964093598,269,348,75,Butler Plaza Transfer Station,15541,False,37,8033,708651,10753,,0,EMPTY,66600,2022-10-18
19225,1016,20221018 18:54:06,29.650412406911247,-82.36150492833802,90,335,5,Rosa Parks/Downtown,16275,False,25,6075,708521,10052,,0,EMPTY,67320,2022-10-18
19228,1902,20221018 18:54:09,29.708360146009685,-82.35506444243812,121,328,8,UF Health,405,False,0,407,707997,10082,,0,EMPTY,67800,2022-10-18
19229,1808,20221018 18:54:09,29.63903,-82.34410166666666,242,500393,8,PineRidge/Walmart,4,False,0,14265,710034,10081,,0,EMPTY,68100,2022-10-18
19230,2578,20221018 18:54:07,29.636852123818297,-82.3588660185529,358,500433,9,Reitz Union/UF Campus,13098,False,17,10974,709055,10093,,0,EMPTY,67260,2022-10-18
19231,802,20221018 18:54:09,29.67423002675485,-82.41769107836495,270,75,10,Santa Fe,38781,False,41,615,708019,10101,,0,EMPTY,66780,2022-10-18
19233,1811,20221018 18:54:07,29.63423835278544,-82.33944,180,500421,13,Cottage Grove / SW 13th Street,9768,False,0,14343,710092,10131,,0,EMPTY,67500,2022-10-18
19235,2110,20221018 18:54:05,29.64616314772949,-82.34349,0,500426,16,Sugar Hill,1569,False,7,8950,708775,10161,,0,EMPTY,67860,2022-10-18
19236,2102,20221018 18:54:09,29.646481666666663,-82.32272333333334,358,500381,17,UF Health,370,False,0,8925,708727,10171,,0,EMPTY,68280,2022-10-18
19239,1402,20221018 18:54:08,29.670114168152036,-82.43853040828802,325,324,23,Santa Fe,12640,False,39,1470,708155,10232,,0,EMPTY,67680,2022-10-18
19241,1202,20221018 18:54:07,29.63956995834169,-82.34938208705275,245,500400,33,Butler Plaza Transfer Station,6422,False,18,13149,709375,10333,,0,HALF_EMPTY,67200,2022-10-18
19245,1009,20221018 18:54:05,29.606359056903067,-82.3674138013307,229,207,35,SW 35TH PLACE,22970,False,50,14755,710443,10351,,0,EMPTY,66540,2022-10-18
19246,1005,20221018 18:54:07,29.63916912655832,-82.3429958770666,74,500406,35,Reitz Union / UF Campus,16961,False,18,14824,710388,10353,,0,EMPTY,66900,2022-10-18
19249,1903,20221018 18:54:09,29.679065,-82.43210333333333,182,500336,43,UF Health,214,False,0,2432,708402,10432,,0,EMPTY,68100,2022-10-18
19250,1205,20221018 18:54:09,29.645127660287883,-82.42128431275856,271,348,75,Butler Plaza Transfer Station,16092,False,30,8033,708651,10753,,0,EMPTY,66600,2022-10-18
19251,1401,20221018 18:54:05,29.63111466156585,-82.41768117258391,245,500384,75,Oaks Mall,48159,False,40,8051,708669,10752,,0,EMPTY,66600,2022-10-18
19253,1015,20221018 18:54:06,29.644041666666663,-82.33573499999999,1,500418,127,Sorority Row-Turlington,16,False,0,13820,709809,11271,,0,EMPTY,68100,2022-10-18
19255,1802,20221018 18:54:13,29.652773295858832,-82.38205669544726,292,323,5,Oaks Mall,21863,False,0,6127,708564,10051,,0,EMPTY,66600,2022-10-18
19258,2105,20221018 18:54:14,29.646305,-82.32277166666667,4,339,7,Rosa Parks/Downtown,31833,False,0,348,707975,10071,,0,EMPTY,66600,2022-10-18
19270,1402,20221018 18:54:13,29.670635164041705,-82.43894396996672,325,324,23,Santa Fe,12871,False,37,1470,708155,10232,,0,EMPTY,67680,2022-10-18
19271,2106,20221018 18:54:11,29.64850929179413,-82.3115835678922,181,226,26,Commuter Lot / UF Campus,33541,False,28,1569,708231,10261,,0,EMPTY,66600,2022-10-18
19278,1207,20221018 18:54:11,29.625466666666664,-82.3882,5,500411,37,Reitz Union / UF Campus,186,True,0,11895,709154,10372,,0,EMPTY,68040,2022-10-18
19279,2114,20221018 18:54:11,29.62191,-82.3655,73,500452,38,HUB / UF Campus,28,False,0,8658,708678,10383,,0,EMPTY,67740,2022-10-18
19285,2101,20221018 18:54:15,29.646145,-82.32273166666667,348,64,2,Rosa Parks/Downtown,28886,False,0,13985,709881,10021,,0,EMPTY,66600,2022-10-18
19286,1802,20221018 18:54:15,29.652773295858832,-82.38205669544726,292,323,5,Oaks Mall,21863,False,0,6127,708564,10051,,0,EMPTY,66600,2022-10-18
19288,1810,20221018 18:54:16,29.652018647716044,-82.3295492575028,90,335,5,Rosa Parks/Downtown,26694,False,0,6073,708520,10053,,0,EMPTY,66300,2022-10-18
19296,1809,20221018 18:54:18,29.646405,-82.32263333333334,190,122,15,Rosa Parks / Downtown,36136,False,0,1038,708119,10151,,0,EMPTY,66420,2022-10-18
19299,1602,20221018 18:54:15,29.64853,-82.34496,172,500354,20,Reitz Union / UF Campus,32578,False,0,14536,710274,10203,,0,EMPTY,66600,2022-10-18
19300,1106,20221018 18:54:18,29.640205140279697,-82.34615001103742,88,500355,20,Oaks Mall,1884,False,9,14468,710206,10201,,0,EMPTY,66600,2022-10-18
19304,1014,20221018 18:54:16,29.64985331064842,-82.37228707019004,0,55,34,Hub / UF Campus,17342,False,17,13248,709438,10341,,0,EMPTY,67200,2022-10-18
19305,1806,20221018 18:54:16,29.64925980338386,-82.3557,0,500387,34,Lexington Cr.,6424,False,18,13203,709406,10342,,0,EMPTY,67500,2022-10-18
19306,1003,20221018 18:54:15,29.63527223736228,-82.35370637718864,277,207,35,SW 35TH PLACE,5701,False,0,14756,710444,10352,,0,EMPTY,67440,2022-10-18
19309,1207,20221018 18:54:16,29.62554833333333,-82.38822,343,500411,37,Reitz Union / UF Campus,214,True,3,11895,709154,10372,,0,EMPTY,68040,2022-10-18
19313,1401,20221018 18:54:18,29.63051,-82.42015,265,500384,75,Oaks Mall,48980,False,40,8051,708669,10752,,0,EMPTY,66600,2022-10-18
19318,1016,20221018 18:54:22,29.65039977437462,-82.35978626292602,90,335,5,Rosa Parks/Downtown,16822,False,25,6075,708521,10052,,0,EMPTY,67320,2022-10-18
19321,1902,20221018 18:54:24,29.708360146009685,-82.35506444243812,121,328,8,UF Health,405,False,0,407,707997,10082,,0,EMPTY,67800,2022-10-18
19322,1808,20221018 18:54:24,29.63903,-82.34410166666666,242,500393,8,PineRidge/Walmart,4,False,0,14265,710034,10081,,0,EMPTY,68100,2022-10-18
19323,2578,20221018 18:54:22,29.63710665725949,-82.35887,0,500433,9,Reitz Union/UF Campus,13192,False,0,10974,709055,10093,,0,EMPTY,67260,2022-10-18
19324,802,20221018 18:54:24,29.67416800762441,-82.42066784377117,266,75,10,Santa Fe,39721,False,45,615,708019,10101,,0,EMPTY,66780,2022-10-18
19325,2107,20221018 18:54:24,29.645875,-82.32262999999999,167,54,11,Rosa Parks/Downtown,33332,True,0,665,708067,10111,,0,EMPTY,66600,2022-10-18
19326,1811,20221018 18:54:22,29.632960212126147,-82.33944,180,500421,13,Cottage Grove / SW 13th Street,10234,False,31,14343,710092,10131,,0,EMPTY,67500,2022-10-18
19328,2110,20221018 18:54:21,29.64653,-82.34358,240,500426,16,Sugar Hill,1746,False,1,8950,708775,10161,,0,EMPTY,67860,2022-10-18
19329,2102,20221018 18:54:25,29.646481666666663,-82.32272333333334,358,500381,17,UF Health,370,False,0,8925,708727,10171,,0,EMPTY,68280,2022-10-18
19333,2106,20221018 18:54:24,29.648230001125597,-82.31228167760105,270,226,26,Commuter Lot / UF Campus,33858,False,16,1569,708231,10261,,0,EMPTY,66600,2022-10-18
19338,1009,20221018 18:54:22,29.60438814615496,-82.37020244231913,233,207,35,SW 35TH PLACE,24108,False,32,14755,710443,10351,,0,EMPTY,66540,2022-10-18
19342,1903,20221018 18:54:24,29.679065,-82.43210333333333,182,500336,43,UF Health,214,False,0,2432,708402,10432,,0,EMPTY,68100,2022-10-18
19343,1205,20221018 18:54:24,29.645120141239502,-82.42225776343227,266,348,75,Butler Plaza Transfer Station,16400,False,0,8033,708651,10753,,0,EMPTY,66600,2022-10-18
19345,1206,20221018 18:54:20,29.6440716,-82.33577,0,500431,126,Sorority Row/ Lakeside,26,False,0,3789,708451,11261,,0,EMPTY,68100,2022-10-18
19346,1015,20221018 18:54:22,29.644041666666663,-82.33573499999999,1,500418,127,Sorority Row-Turlington,16,False,0,13820,709809,11271,,0,EMPTY,68100,2022-10-18
19349,1016,20221018 18:54:28,29.650393732991503,-82.3590496041868,90,335,5,Rosa Parks/Downtown,17057,False,26,6075,708521,10052,,0,EMPTY,67320,2022-10-18
19357,1811,20221018 18:54:26,29.632560458771,-82.33944,180,500421,13,Cottage Grove / SW 13th Street,10380,False,31,14343,710092,10131,,0,EMPTY,67500,2022-10-18
19363,1402,20221018 18:54:29,29.67296336894786,-82.43924190146288,0,324,23,Santa Fe,13737,False,31,1470,708155,10232,,0,EMPTY,67680,2022-10-18
19365,1202,20221018 18:54:29,29.63896555311109,-82.3510627197734,247,500400,33,Butler Plaza Transfer Station,7000,False,17,13149,709375,10333,,0,HALF_EMPTY,67200,2022-10-18
19370,1005,20221018 18:54:29,29.639307554946257,-82.3427562508387,66,500406,35,Reitz Union / UF Campus,17054,False,6,14824,710388,10353,,0,EMPTY,66900,2022-10-18
19372,2114,20221018 18:54:26,29.62191,-82.3655,73,500452,38,HUB / UF Campus,28,False,0,8658,708678,10383,,0,EMPTY,67740,2022-10-18
